duplicate_group,english_raw,occurrence_count,source_labels,source_files
dup_00421,LEAF,4,gEasyChatWord_Leaf | categoryName | categoryName | trainerName,src/data/easy_chat/easy_chat_group_trainer.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/trainers.h
dup_00422,LET'S,2,gEasyChatWord_Lets | gText_Lets,src/data/easy_chat/easy_chat_group_endings.h | src/strings.c
dup_00423,LETTER,2,gEasyChatWord_Letter | name,src/data/easy_chat/easy_chat_group_lifestyle.h | src/data/items.h
dup_00424,LEVITATE,2,gEasyChatWord_Levitate | inline_108,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00425,LIAM,2,trainerName | trainerName,src/data/battle_frontier/battle_frontier_trainers.h | src/data/contest_opponents.h
dup_00426,LICKITUNG,2,nickname | inline_110,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00427,LIGHT,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00428,LIGHTNING,3,categoryName | categoryName | gText_Lightning,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/strings.c
dup_00429,LIGHTNINGROD,2,gEasyChatWord_Lightningrod | inline_113,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00430,LILA & ROY,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00431,LILA: You're planning to battle us?\nNot unless you have two POKéMON.$,2,Route124_Text_LilaNotEnoughMons | Route124_Text_LilaRematchNotEnoughMons,data/text/trainers.inc | data/text/trainers.inc
dup_00432,LILYCOVE CITY,2,sMapName_LILYCOVE_CITY | gText_LilycoveCity,src/data/region_map/region_map_entries.h | src/strings.c
dup_00433,"LILYCOVE CITY it is, then!$",2,BattleFrontier_OutsideWest_Text_LilycoveItIs | SlateportCity_Harbor_Text_LilycoveItIs,data/maps/BattleFrontier_OutsideWest/scripts.inc | data/maps/SlateportCity_Harbor/scripts.inc
dup_00434,LIMBER,2,gEasyChatWord_Limber | inline_89,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00435,LINOONE,2,nickname | inline_291,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00436,LIONEL,2,inline_308 | inline_308,src/data/battle_frontier/apprentice.h | src/data/battle_frontier/apprentice.h
dup_00437,LIQUID OOZE,2,gEasyChatWord_LiquidOoze | inline_146,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00438,LIV: We battle together as one\nteam.$,2,Route103_Text_LivIntro | Route103_Text_LivRematchIntro,data/text/trainers.inc | data/text/trainers.inc
dup_00439,LOLA,6,inline_324 | trainerName | trainerName | trainerName | trainerName | trainerName,src/data/battle_frontier/apprentice.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00440,LONELY,2,categoryName | sLonelyNatureName,src/data/pokemon/pokedex_entries.h | src/data/text/nature_names.h
dup_00441,LUCAS,2,trainerName | trainerName,src/data/trainers.h | src/data/trainers.h
dup_00442,LUNATONE,2,nickname | inline_350,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00443,LV. 50,4,gText_Lv50 | gText_Lv50_3 | gText_Lv502 | gText_RecordsLv50,src/strings.c | src/strings.c | src/strings.c | src/strings.c
dup_00444,LYDIA,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00445,La-lalala…$,2,Route118_Text_DaltonDefeat | Route118_Text_DaltonRematchDefeat,data/text/trainers.inc | data/text/trainers.inc
dup_00446,Lady,2,gText_Lady | gText_QuizLady_Lady,src/strings.c | src/strings.c
dup_00447,"Let's get started, then!\pLet's BERRY BLENDER!$",2,BerryBlender_Text_LetsBerryBlender | BerryBlender_Text_LetsBerryBlender2,data/scripts/berry_blender.inc | data/scripts/berry_blender.inc
dup_00448,Lost it…$,3,SeafloorCavern_Room4_Text_Grunt3Defeat | Route120_Text_JeffreyDefeat | Route125_Text_SharonDefeat,data/maps/SeafloorCavern_Room4/scripts.inc | data/text/trainers.inc | data/text/trainers.inc
dup_00449,Lv. ,2,sText_Lv | gText_Level,src/data/trade.h | src/strings.c
dup_00450,MACHAMP,2,nickname | inline_70,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00451,MACHINE,2,gEasyChatWord_Machine | gPCText_Machine,src/data/easy_chat/easy_chat_group_lifestyle.h | src/strings.c
dup_00452,MACHOKE,2,nickname | inline_69,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00453,MACHOP,2,nickname | inline_68,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00454,MADELINE,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00455,MAGBY,2,nickname | inline_242,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00456,MAGCARGO,2,nickname | inline_221,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00457,MAGMA ARMOR,2,gEasyChatWord_MagmaArmor | inline_122,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00458,MAGMA HIDEOUT,2,sMapName_MAGMA_HIDEOUT | LandmarkName_MagmaHideout,src/data/region_map/region_map_entries.h | src/landmark.c
dup_00459,MAGNEMITE,2,nickname | inline_83,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00460,MAGNET,3,name | categoryName | categoryName,src/data/items.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00461,MAGNET PULL,2,gEasyChatWord_MagnetPull | inline_124,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00462,MAGNETON,2,nickname | inline_84,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00463,MANECTRIC,2,nickname | inline_340,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00464,MANTINE,2,nickname | inline_228,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00465,MARCO,2,trainerName | gText_Marco,src/data/battle_frontier/battle_frontier_trainers.h | src/strings.c
dup_00466,MARIA,6,inline_332 | trainerName | trainerName | trainerName | trainerName | trainerName,src/data/battle_frontier/apprentice.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00467,MARILL,2,nickname | inline_185,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00468,MARK,2,trainerName | gPCText_Mark,src/data/trainers.h | src/strings.c
dup_00469,MAROWAK,2,nickname | inline_107,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00470,MARVEL SCALE,2,gEasyChatWord_MarvelScale | inline_145,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00471,MASTER,3,sText_Master | gEasyChatWord_Master | gText_Master,src/berry_blender.c | src/data/easy_chat/easy_chat_group_events.h | src/strings.c
dup_00472,MAXIE,4,trainerName | trainerName | trainerName | gText_ExpandedPlaceholder_Maxie,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/strings.c
dup_00473,MAY,17,trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | gText_ExpandedPlaceholder_May,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/strings.c
dup_00474,"MAY: Oh, what's the matter?\pHaven't you caught or raised your\nPOKéMON very much?\pThat's not very good for a TRAINER!$",2,Route104_Text_MayHaventRaisedPokemon | RustboroCity_Text_MayOhHaventRaisedPokemonEnough,data/maps/Route104/scripts.inc | data/maps/RustboroCity/scripts.inc
dup_00475,"MAY: So, what do you think?\nHow about a little battle here?$",2,Route104_Text_MayLetsBattle | RustboroCity_Text_MayWantToBattle,data/maps/Route104/scripts.inc | data/maps/RustboroCity/scripts.inc
dup_00476,"MAY: You just became a TRAINER,\n{PLAYER}{KUN}. I'm not going to lose!$",2,Route104_Text_MayIntro | RustboroCity_Text_MayImNotGoingToLose,data/maps/Route104/scripts.inc | data/maps/RustboroCity/scripts.inc
dup_00477,MEDICHAM,2,nickname | inline_359,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00478,MEDITATE,3,categoryName | categoryName | inline_99,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/text/move_names.h
dup_00479,MEDITITE,2,nickname | inline_358,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00480,"MEG: Do you only have one POKéMON?\nWe can't battle with you, then.\pWe want to have a 2-on-2 battle.$",2,Route117_Text_MegNotEnoughMons | Route117_Text_MegRematchNotEnoughMons,data/text/trainers.inc | data/text/trainers.inc
dup_00481,MEGANIUM,2,nickname | inline_156,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00482,MEOWTH,2,nickname | inline_54,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00483,METEOR FALLS,2,sMapName_METEOR_FALLS | LandmarkName_MeteorFalls,src/data/region_map/region_map_entries.h | src/landmark.c
dup_00484,METEORITE,3,name | categoryName | categoryName,src/data/items.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00485,MIGUEL,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00486,MIKE,2,trainerName | trainerName,src/data/trainers.h | src/data/trainers.h
dup_00487,MILTANK,2,nickname | inline_243,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00488,MINUN,3,nickname | nickname | inline_356,src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00489,MINUS,2,gEasyChatWord_Minus | inline_140,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00490,MIRAGE TOWER,2,sMapName_MIRAGE_TOWER | LandmarkName_MirageTower,src/data/region_map/region_map_entries.h | src/landmark.c
dup_00491,MISDREAVUS,3,nickname | nickname | inline_202,src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00492,MISS,2,sText_Miss | gEasyChatWord_Miss,src/berry_blender.c | src/data/easy_chat/easy_chat_group_speech.h
dup_00493,MOLE,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00494,MOLTRES,2,nickname | inline_148,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00495,MOM,2,gText_Mom | gText_MomMatchCallName,src/strings.c | src/strings.c
dup_00496,MONEY,2,gEasyChatWord_Money | gText_TrainerCardMoney,src/data/easy_chat/easy_chat_group_lifestyle.h | src/strings.c
dup_00497,MOONLIGHT,2,categoryName | inline_239,src/data/pokemon/pokedex_entries.h | src/data/text/move_names.h
dup_00498,MOUSE,6,categoryName | categoryName | categoryName | categoryName | categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00499,MOVE,2,gEasyChatWord_Move | gPCText_Move,src/data/easy_chat/easy_chat_group_battle.h | src/strings.c
dup_00500,"MR. BRINEY: Ahoy!\nFor you, I'll go out to sea anytime!\pNow, my friend, where are we bound?$",3,DewfordTown_Text_WhereAreWeBound | Route104_MrBrineysHouse_Text_WhereAreWeBound | Route109_Text_BrineyWhereAreWeBound,data/maps/DewfordTown/scripts.inc | data/maps/Route104_MrBrineysHouse/scripts.inc | data/maps/Route109/scripts.inc
dup_00501,"MR. BRINEY: DEWFORD it is, then!\pAnchors aweigh!\nPEEKO, we're setting sail, my darling!$",2,Route104_MrBrineysHouse_Text_SetSailForDewford | Route109_Text_BrineyDewfordItIs,data/maps/Route104_MrBrineysHouse/scripts.inc | data/maps/Route109/scripts.inc
dup_00502,MR. BRINEY: You just tell me whenever\nyou need to set sail again!$,2,DewfordTown_Text_JustTellMeWhenYouNeedToSetSail | Route109_Text_BrineyTellMeWhenYouNeedToSail,data/maps/DewfordTown/scripts.inc | data/maps/Route109/scripts.inc
dup_00503,MR. MIME,2,nickname | inline_124,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00504,MT. PYRE,3,sMapName_MT__PYRE | LandmarkName_MtPyre | gText_MtPyre,src/data/region_map/region_map_entries.h | src/landmark.c | src/strings.c
dup_00505,MUD FISH,3,categoryName | categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00506,MUK,2,nickname | inline_91,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00507,MULTI BATTLE,2,sText_MultiBattle | gText_MultiBattle,src/data/union_room.h | src/strings.c
dup_00508,MULTI-LINK,2,gText_MultiLink | gText_MultiLink2,src/strings.c | src/strings.c
dup_00509,MUSHROOM,4,categoryName | categoryName | categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00510,MYSTIC,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00511,Maybe I'll go catch more POKéMON at\nthe SAFARI.$,2,Route121_Text_JessicaPostBattle | Route121_Text_JessicaPostRematch,data/text/trainers.inc | data/text/trainers.inc
dup_00512,Mommy!$,2,Route109_Text_LolaDefeated | Route109_Text_LolaRematchDefeated,data/text/trainers.inc | data/text/trainers.inc
dup_00513,"My dear challenger!\pYou did not save the game before\nshutting down, did you?\pIt is unfortunate, but that has\nresulted in your disqualification\lfrom your challenge.\pYou may, of course, start with a fresh\nchallenge.$",2,BattleFrontier_BattleArenaLobby_Text_DidntSaveBeforeShuttingDown | FallarborTown_BattleTentLobby_Text_DidntSaveBeforeQuitting,data/maps/BattleFrontier_BattleArenaLobby/scripts.inc | data/text/battle_tent.inc
dup_00514,"My dear challenger!\pYou do not have the three POKéMON\nrequired for entry.\pTo qualify, you must bring three\ndifferent kinds of POKéMON.\pThey also must not hold the same\nkinds of items.\pEGGS{STR_VAR_1} ineligible.\pWhen you have made your preparations,\nplease do return.$",2,BattleFrontier_BattleArenaLobby_Text_NotEnoughValidMonsLvOpen | FallarborTown_BattleTentLobby_Text_NotEnoughValidMonsLvOpen,data/maps/BattleFrontier_BattleArenaLobby/scripts.inc | data/text/battle_tent.inc
dup_00515,NAME,3,gEasyChatWord_Name | gText_Name | gPCText_Name,src/data/easy_chat/easy_chat_group_lifestyle.h | src/strings.c | src/strings.c
dup_00516,NATURAL CURE,2,gEasyChatWord_NaturalCure | inline_112,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00517,NAVEL ROCK,2,sMapName_NAVEL_ROCK | gText_NavelRock,src/data/region_map/region_map_entries.h | src/strings.c
dup_00518,NEW MAUVILLE,2,sMapName_NEW_MAUVILLE | LandmarkName_NewMauville,src/data/region_map/region_map_entries.h | src/landmark.c
dup_00519,NICOLAS,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00520,NIDOQUEEN,2,nickname | inline_33,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00521,NINETALES,4,nickname | nickname | nickname | inline_40,src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00522,NO,5,gEasyChatWord_No | gText_No | gText_No4 | gText_No2 | gText_No3,src/data/easy_chat/easy_chat_group_greetings.h | src/strings.c | src/strings.c | src/strings.c | src/strings.c
dup_00523,NOB,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00524,NORMAL,3,inline_453 | gEasyChatWord_Normal | gText_Normal,src/battle_main.c | src/data/easy_chat/easy_chat_group_status.h | src/strings.c
dup_00525,NORMAN,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00526,Negates weather effects.,2,sCloudNineDescription | sAirLockDescription,src/data/text/abilities.h | src/data/text/abilities.h
dup_00527,No more decorations can be placed.\nThe most that can be placed are {STR_VAR_1}.,2,gText_NoMoreDecorations | gText_NoMoreDecorations2,src/strings.c | src/strings.c
dup_00528,No. ,2,gText_Number | gText_Number2,src/strings.c | src/strings.c
dup_00529,None$,5,gTrickHouse_Mechadoll_None | BravoTrainerBattleTower_Text_None1 | BravoTrainerBattleTower_Text_None2 | BravoTrainerBattleTower_Text_None3 | BravoTrainerBattleTower_Text_None4,data/text/trick_house_mechadolls.inc | data/text/tv.inc | data/text/tv.inc | data/text/tv.inc | data/text/tv.inc
dup_00530,Now please select the two POKéMON\nthat are to be entered.$,2,BattleFrontier_BattleTowerLobby_Text_PleaseSelectTwoMons | BattleFrontier_BattleTowerLobby_Text_PleaseSelectTwoMons2,data/maps/BattleFrontier_BattleTowerLobby/scripts.inc | data/maps/BattleFrontier_BattleTowerLobby/scripts.inc
dup_00531,OBLIVIOUS,2,gEasyChatWord_Oblivious | inline_94,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00532,OK,2,gText_Ok3 | gText_Ok2,src/strings.c | src/strings.c
dup_00533,OMAR,2,trainerName | trainerName,src/data/battle_frontier/battle_frontier_trainers.h | src/data/contest_opponents.h
dup_00534,OMASTAR,2,nickname | inline_141,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00535,OPEN LEVEL,4,gText_OpenLevel | gText_OpenLevel2 | gText_OpenLevel3 | gText_RecordsOpenLevel,src/strings.c | src/strings.c | src/strings.c | src/strings.c
dup_00536,OPPONENT,2,gEasyChatWord_Opponent | gText_Opponent,src/data/easy_chat/easy_chat_group_people.h | src/strings.c
dup_00537,OTHERS,2,gText_Others | gText_Others2,src/strings.c | src/strings.c
